Company ID,Target Account,Last Modified Date,Lead Status,Total Revenue,Postal Code,Twitter Followers,first_conversion_date_timestamp_earliest_value_61f58f2c,Company Domain Name,Last Touch Converting Campaign,First Touch Converting Campaign,Recent Deal Close Date,hs_analytics_first_visit_timestamp_timestamp_earliest_value_accc17ae,Number of Pageviews,hs_analytics_last_visit_timestamp_timestamp_latest_value_999a0fce,Number of Employees,Site visit complete,Campaign of last booking in meetings tool,Number of decision makers,Time of Last Session,Time of First Session,Number of blockers,Close Date,Ideal Customer Profile Tier,Facebook Fans,Associated Deals,Last Logged Call Date,hs_analytics_source_data_1_timestamp_earliest_value_9b2f1fa1,recent_conversion_date_timestamp_latest_value_72856da1,Recent Deal Amount,Number of times contacted,Number of Sales Activities,All team ids,Last Open Task Date,Original Source Type,Target Account Probability,hs_analytics_num_page_views_cardinality_sum_e46e85b0,First Deal Created Date,recent_conversion_event_name_timestamp_latest_value_66c820bf,Medium of last booking in meetings tool,Facebook Company Page,Create Date,LinkedIn Bio,Date of last meeting booked in meetings tool,City,Name,Number of child companies,Additional Domains,Target Account Recommendation Snooze Time,Total open deal value,All accessible team ids,Number of Sessions,Phone Number,Last Sales Activity Date,first_contact_createdate_timestamp_earliest_value_78b50eea,Company owner,About Us,Last Activity Date,Next Activity Date,Source of last booking in meetings tool,Owner Assigned Date,State/Region,Introduced by,LinkedIn Company Page,Total Money Raised,Created by user ID,Associated Contacts,Original Source Data 1,first_conversion_event_name_timestamp_earliest_value_68ddae0a,Target Account,Number of contacts with a buying role,hs_analytics_source_timestamp_earliest_value_25a3a52c,Original Source Data 2,Lifecycle Stage,Last Booked Meeting Date,Last Contacted,Street Address,HubSpot Team,Twitter Bio,Web Technologies,closedate_timestamp_earliest_value_a2a17e6e,last sales activity date old,Country/Region,Target Account Recommendation State,Merged object IDs,Latest meeting activity,hs_predictivecontactscore_v2_next_max_max_d4e58c1e,First Contact Create Date,hs_analytics_first_touch_converting_campaign_timestamp_earliest_value_4757fe10,Time Zone,Time Last Seen,Time First Seen,All owner ids,Recent Sales Email Replied Date,Type,Website URL,Year Founded,Twitter Handle,hs_analytics_num_visits_cardinality_sum_53d952a6,Google Plus Page,Days to Close,num_conversion_events_cardinality_sum_d095f14b,Description,Annual Revenue,hs_analytics_first_timestamp_timestamp_earliest_value_11e3a63a,hs_analytics_last_timestamp_timestamp_latest_value_4e16365a,Parent Company,Industry,Object create date/time,hs_analytics_source_data_2_timestamp_earliest_value_9b2f9400,Street Address 2,Is Public,hs_analytics_last_touch_converting_campaign_timestamp_latest_value_81a64e30,User IDs of all owners,Avatar FileManager key,Number of open deals,Updated by user ID,Associated Company ID,Associated Company
4477613839,,2020-10-20 13:50,,,80303,,,dmcbio.com,,,,,,,10,,,,,,,,,,,,,,,1,1,,,,0.40762347,,,,,,2020-09-15 10:43,,,Boulder,DMCBiotech,0,,,,,,,,,Neel Mehta,,2020-09-15 10:43,,,2020-09-15 10:43,CO,linkedin,https://www.linkedin.com/company/dmcbio,,Neel Mehta,0,,,,,,,,,2020-09-15 10:43,5333 EUCLID AVE,,,Nginx; Wordpress; Namecheap Dns; Go Squared; Recaptcha; Bluehost Hosting; Google Apps; Woo Commerce,,,United States,,,,,,,America/Denver,,,50900744,,,dmcbio.com,2014,DmcBiotech,,,,,DMC is scaling up to be a multi-product biobased chemical company.,1000000,,,,,,,,false,,11908785,,,Neel Mehta,,
4477779731,,2020-09-15 11:17,,,92103,,,vesselhealth.com,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40762347,,,,,,2020-09-15 11:17,"We are here to put a lab in everyone's hand in the next 10 years. Our team of doctors, nutritionists, and scientists are here to help you feel and perform at your best.",,,vesselhealth.com,0,,,,,,,,,,,,,,,CA,San Diego,,,Bo Peponis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vesselhealth.com,,,,,,,"We are here to put a lab in everyone's hand in the next 10 years. Our team of doctors, nutritionists, and scientists are here to help you feel and perform at your best.",,,,,,,,,,,,,,Bo Peponis,,
4477779775,,2020-10-01 21:09,,,30308,,,florencehc.com,,,,,,,50,,,,,,,,,,,,,,,,,,,,0.40762347,,,,,,2020-09-15 11:19,"Florence is an innovative software solutions provider for Clinical Research focused on document and data management. Over 6,7200research sites trust Florence for their eISF, and hundreds of Sponsors trust Florence eTMF and Florence eHub for remote site...",,Atlanta,"Florence Healthcare, Inc.",0,,,,,, +1 617-461-4573,,,Bo Peponis,,,,,2020-09-15 11:19,GA,,https://www.linkedin.com/company/florence-healthcare,"1,700.0K",Bo Peponis,0,,,,,,,,,,600 Peachtree Street Northeast,,,Route 53; Pardot; Google Tag Manager; Mandrill; Salesforce; Woo Commerce; App Nexus; Google Analytics; Google Apps; AdRoll; Drupal; Wordpress; OpenCart,,,United States,,,,,,,America/New_York,,,50900485,,,florencehc.com,2014,FlorenceHCare,,,,,"Florence is an innovative software solutions provider for Clinical Research focused on document and data management. Over 6,7200research sites trust Florence for their eISF, and hundreds of Sponsors trust Florence eTMF and Florence eHub for remote site...",10000000,,,,,,,,false,,11908784,,,Bo Peponis,,
4477712985,,2020-09-15 11:19,,,97702,,,amplion.com,,,,,,,50,,,,,,,,,,,,,,,,,,,,0.40762347,,,,,https://www.facebook.com/amplion,2020-09-15 11:19,Amplion's machine learning platform synthesize the world’s biomedical knowledge to accelerate Precision Medicine and enable confident strategic decisions in drug and diagnostic development,,Bend,Amplion Inc.,0,,,,,, +1 458-206-4788,,,Bo Peponis,,,,,2020-09-15 11:19,OR,,https://www.linkedin.com/company/amplion,2.6M,Bo Peponis,0,,,,,,,,,,1001 SW Emkay Dr,,,Apache; Wordpress; Postmark; Google Tag Manager; Google Analytics; Google Apps; HubSpot; MaxCDN; Mixpanel,,,United States,,,,,,,America/Los_Angeles,,,50900485,,,amplion.com,2013,amplion,,,,,Amplion's machine learning platform synthesize the world’s biomedical knowledge to accelerate Precision Medicine and enable confident strategic decisions in drug and diagnostic development,10000000,,,,Biotechnology,,,Suite 208,false,,11908784,,,Bo Peponis,,
4477707890,,2020-09-15 11:19,,,08807,,,jogohealth.com,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40762347,,,,,,2020-09-15 11:19,,,Bridgewater,JOGOHEALTH,0,,,,,,,,,Bo Peponis,,,,,2020-09-15 11:19,NJ,,,,Bo Peponis,0,,,,,,,,,,,,,,,,,,,,,,,,,,50900485,,,jogohealth.com,,,,,,,ABOUT US,,,,,,,,,,,11908784,,,Bo Peponis,,
4477707903,,2020-09-23 06:22,,,27703,,,biomason.com,,,,,,,50,,,,,,,,,,,,,,,,,,,,0.40762347,,,,,,2020-09-15 11:19,Biomason Inc was founded in 2012. The company's line of business includes providing commercial physical and biological research and development.,,Durham,bioMASON,0,,,,,,9194103286,,,Bo Peponis,,,,,2020-09-15 11:19,NC,,https://www.linkedin.com/company/biomason-inc,,Bo Peponis,0,,,,,,,,,,2 Davis Drive,,,Apache; Wordpress; Google Analytics; Twitter Button; Google Apps; Google Tag Manager,,,United States,,,,,,,America/New_York,,,50900485,,,biomason.com,2012,bioMASON,,,,,Biomason Inc was founded in 2012. The company's line of business includes providing commercial physical and biological research and development.,10000000,,,,Biotechnology,,,,false,,11908784,,,Bo Peponis,,
4477783439,,2020-09-15 11:20,,,92075,,,lunadna.com,,,,,,,10,,,,,,,,,,,,,,,,,,,,0.40762347,,,,,,2020-09-15 11:20,Upload raw DNA data to our shared genomic research database to help revolutionize the health industry and the future of medicine.,,Solana Beach,LunaDNA,0,,,,,,,,,Bo Peponis,,,,,2020-09-15 11:20,CA,,https://www.linkedin.com/company/lunadna,,Bo Peponis,0,,,,,,,,,,415 S Cedros Ave,,,Youtube; Route 53; Freshdesk; Typekit By Adobe; Nginx; Wordpress; Google Tag Manager; Crazy Egg; Facebook Advertiser; Google Analytics; Google Apps; ShareThis,,,United States,,,,,,,America/Los_Angeles,,,50900485,,,lunadna.com,2017,LunaDNA_,,,,,Upload raw DNA data to our shared genomic research database to help revolutionize the health industry and the future of medicine.,,,,,,,,,false,,11908784,,,Bo Peponis,,
4477707918,,2020-09-15 11:20,,,38103,,,sweetbio.com,,,,,,,10,,,,,,,,,,,,,,,,,,,,0.40762347,,,,,https://facebook.com/sweetbioco,2020-09-15 11:20,,,Memphis,"SweetBio, Inc.",0,,,,,,540-424-9027,,,Bo Peponis,,,,,2020-09-15 11:20,TN,,https://www.linkedin.com/company/sweetbio-inc-,1.3M,Bo Peponis,0,,,,,,,,,,20 Dudley Street,,,Microsoft Exchange Online; Squarespace; Amazon S3; Typekit By Adobe; Microsoft Office 365; Google Analytics; Godaddy Nameserver; Outlook; Mailchimp; Varnish,,,United States,,,,,,,America/Chicago,,,50900485,,,sweetbio.com,2015,sweetbioco,,,,,SweetBio is a Tennessee-based medical device startup specializing in tissue regeneration.,1000000,,,,Biotechnology,,,,false,,11908784,,,Bo Peponis,,
4477707923,,2020-09-15 11:20,,,80309,,,arpeggiobiosciences.com,,,,,,,10,,,,,,,,,,,,,,,,,,,,0.40762347,,,,,,2020-09-15 11:20,Our RNA-profiling technology reveals the underlying dynamics of thousands of genes to enable better predictions about how a drug will affect patients.,,Boulder,"ARPEGGIO BIOSCIENCES, INC",0,,,,,,7208419652,,,Bo Peponis,,,,,2020-09-15 11:20,CO,,https://www.linkedin.com/company/arpeggio-biosciences,,Bo Peponis,0,,,,,,,,,,"596 UCB, JENNIE SMOLY CARUTHERS",,,Squarespace; Google Apps; Varnish,,,United States,,,,,,,America/Denver,,,50900485,,,arpeggiobiosciences.com,2017,ArpeggioBio,,,,,Our RNA-profiling technology reveals the underlying dynamics of thousands of genes to enable better predictions about how a drug will affect patients.,1000000,,,,,,,,false,,11908784,,,Bo Peponis,,
4477779824,,2020-09-22 14:22,,,10006,,,massivebio.com,,,,,,,25,,,,,,,,,,,,,,,,,,,,0.40762347,,,,,https://www.facebook.com/massivebio,2020-09-15 11:20,"Massive Bio provides oncology advisory services by connecting your treating oncologist with US cancer care specialists & helps in creating a personalized and actionable cancer treatment plan. Save your money, time & unnecessary traveling with our multi...",,New York,"Massive Bio, Inc.",0,,,,,,8446277426,,,Bo Peponis,,,,,2020-09-15 11:20,NY,,https://www.linkedin.com/company/massive-bio,,Bo Peponis,0,,,,,,,,,,90 West Street,,,Nginx; Google Maps; Wordpress; Google Tag Manager; Facebook Connect; Google Analytics; Piwik; Google Apps; HubSpot; Facebook Advertiser,,,United States,,,,,,,America/New_York,,,50900485,,,massivebio.com,2014,MassiveBio,,,,,"Massive Bio provides oncology advisory services by connecting your treating oncologist with US cancer care specialists & helps in creating a personalized and actionable cancer treatment plan. Save your money, time & unnecessary traveling with our multi...",10000000,,,,Hospital & Health Care,,,,false,,11908784,,,Bo Peponis,,
4477779830,,2020-09-15 11:20,,,13210,,,quadrantbiosciences.com,,,,,,,50,,,,,,,,,,,,,,,,,,,,0.40762347,,,,,https://www.facebook.com/quadrantbiosciences/,2020-09-15 11:20,Quadrant Biosciences is an epigenetic diagnostics company with a focus on the early detection of neurological disorders and other large-scale health issues.,,Syracuse,Quadrant Biosciences Inc.,0,,,,,,315-614-2325,,,Bo Peponis,,,,,2020-09-15 11:20,NY,,https://www.linkedin.com/company/quadrantbiosciencesinc,,Bo Peponis,0,,,,,,,,,,505 Irving Avenue,,,Woo Commerce; Route 53; Typekit By Adobe; Wordpress; Go Squared; Cloud Flare; Google Apps; Google Tag Manager,,,United States,,,,,,,America/New_York,,,50900485,,,quadrantbiosciences.com,2011,QuadBioInc,,,,,Quadrant Biosciences is an epigenetic diagnostics company with a focus on the early detection of neurological disorders and other large-scale health issues.,1000000,,,,,,,,false,,11908784,,,Bo Peponis,,
4477859401,,2020-10-05 17:32,,,89145,,,primetrust.com,,,,,,,200,,,,,,,,,,,,,,,,,,,,0.40762347,,,,,,2020-09-15 11:56,"Prime Trust powers exchanges, OTC desks, stablecoins and other blockchain-driven businesses with API-driven custody, AML & KYC compliance, securities escrow and transaction technology.",,Las Vegas,Prime Trust,0,,,,,, +1 212-256-1826,,,Cole Whritenour,,,,,2020-09-15 11:56,NV,,https://www.linkedin.com/company/primetrust,,Cole Whritenour,0,,,,,,,,,,330 South Rampart Boulevard,,,Zendesk; Vimeo; Hotjar; Google Tag Manager; Google Analytics; Godaddy Nameserver; Google Apps; Sendgrid; Mailchimp; Amazon Cloudfront; Sukuri/Cloudproxy,,,United States,,,,,,,America/Los_Angeles,,,50900484,,,primetrust.com,2016,PrimeTrustCo,,,,,"Prime Trust powers exchanges, OTC desks, stablecoins and other blockchain-driven businesses with API-driven custody, AML & KYC compliance, securities escrow and transaction technology.",50000000,,,,,,,,false,,11908782,,,Cole Whritenour,,
4477883698,,2020-10-07 18:31,,,60523,,,tidalcommerce.com,,,,,,,50,,,,,,,,,,,,,,,1,1,,,,0.40762347,,,,,https://facebook.com/TidalCommerce,2020-09-15 12:02,"Modern, Simple, Cloud-powered, Payment Processing and Merchant Services for businesses of all sizes.",,Oak Brook,Tidal Commerce,0,,,,,,(630)932-1661,,,Cole Whritenour,,2020-10-07 18:30,,,2020-09-15 12:02,IL,,https://www.linkedin.com/company/tidal-commerce,,Cole Whritenour,0,,,,,,,,,2020-10-07 18:30,2625 Butterfield Rd,,,Route 53; Mixpanel; Typekit By Adobe; Nginx; Google Tag Manager; Facebook Advertiser; Google Maps; Recaptcha; Google Analytics; Intercom; Google Apps; AdRoll; MaxCDN; Cloud Flare,,,United States,,,,,,,America/Chicago,,,50900484,,,tidalcommerce.com,2003,tidalcommerce,,,,,"Modern, Simple, Cloud-powered, Payment Processing and Merchant Services for businesses of all sizes.",10000000,,,,,,,,false,,11908782,,,Cole Whritenour,,
4477860533,,2020-10-20 22:05,,,02474,,,coherentpath.com,,,,,,,50,,,,,,,,,,,,,,,1,1,,,,0.40762347,,,,,https://facebook.com/coherentpathinc,2020-09-15 12:04,Coherent Path is the leading expert in email personalization. Automate your email calendar with our personalized email marketing software! Learn more:,,Arlington,Coherent Path Inc,0,,,,,, +1 781-325-6704,,,Cole Whritenour,,2020-10-07 18:37,,,2020-09-15 12:04,MA,,https://www.linkedin.com/company/coherentpath,7M,Cole Whritenour,0,,,,,,,,,2020-10-07 18:37,123 North Washington Street,,,Lucky Orange; Nginx; Wistia; Wordpress; Google Tag Manager; Facebook Connect; Add To Any; Google Analytics; Intercom; Godaddy Nameserver; Facebook Advertiser; Amazon Cloudfront; Typeform; Shopify,,,United States,,,,,,,America/New_York,,,50900484,,,coherentpath.com,2012,coherentpath,,,,,Coherent Path is the leading expert in email personalization. Automate your email calendar with our personalized email marketing software! Learn more:,10000000,,,,Computer Software,,,,false,,11908782,,,Cole Whritenour,,
4477860576,,2020-09-25 06:40,,,60606,,,myhealthchampion.com,,,,,,,50,,,,,,,,,,,,,,,,,,,,0.40762347,,,,,,2020-09-15 12:06,"We have insight into what drives our credit score and can analyze our financial information. You’ve taken ownership of those things. Now, we’re empowering YOU to gain insights into the thing that matters most – your health.",,Chicago,"HealthChampion Partners, LLC",0,,,,,, +1 205-201-1280,,,Cole Whritenour,,,,,2020-09-15 12:06,Illinois,,https://www.linkedin.com/company/healthchampion,,Cole Whritenour,0,,,,,,,,,,,,,Microsoft Exchange Online; Youtube; Mailchimp; Microsoft Office 365; Nginx; Wordpress; Google Tag Manager; Google Analytics; Twitter Button; Outlook,,,United States,,,,,,,America/Chicago,,,50900484,,,myhealthchampion.com,2018,myHealthChamp,,,,,"We have insight into what drives our credit score and can analyze our financial information. You’ve taken ownership of those things. Now, we’re empowering YOU to gain insights into the thing that matters most – your health.",,,,,,,,,false,,11908782,,,Cole Whritenour,,
